	bus	Pg	Qg	Qmax	Qmin	Vg	mBase	status	Pmax	Pmin	Pc1	Pc2	Qc1min	Qc1max	Qc2min	Qc2max	ramp_agc	ramp_10	ramp_30	ramp_q	apf	mu_Pmax	mu_Pmin	mu_Qmax	mu_Qmin
	19608	162.18	75.67	75.67	-19.81	1.0135	194.85	1	162.37	30.39	0	0	0	0	0	0	0	0	0	0	162.375	0.0000	0.0000	0.0000	0.0000
	19613	880.95	114.74	411.01	-107.6	1.05	1058.4	1	882	422.95	0	0	0	0	0	0	0	0	0	0	882	0.0000	0.0000	0.0000	0.0000
	19616	91.99	-9.37	46.88	-10.22	1.038	110.52	1	92.1	23.39	0	0	0	0	0	0	0	0	0	0	92.1	0.0000	0.0000	0.0000	0.0000
	19616	91.99	-9.37	46.88	-10.22	1.038	110.52	1	92.1	18.54	0	0	0	0	0	0	0	0	0	0	92.1	0.0000	0.0000	0.0000	0.0000
	19616	91.99	-9.37	46.88	-10.22	1.038	110.52	1	92.1	15.9	0	0	0	0	0	0	0	0	0	0	92.1	0.0000	0.0000	0.0000	0.0000
	19616	91.99	-9.37	46.88	-10.22	1.038	110.52	1	92.1	18.95	0	0	0	0	0	0	0	0	0	0	92.1	0.0000	0.0000	0.0000	0.0000
	19618	1.8	0.84	0.84	-0.22	1.04	2.16	1	1.8	0.59	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	19620	57.33	26.75	26.75	-7	1.04	68.88	1	57.4	14.54	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19620	57.33	26.75	26.75	-7	1.04	68.88	1	57.4	6.65	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19623	20.03	4.91	9.34	-2.45	1.0225	24.06	1	20.05	8.31	0	0	0	0	0	0	0	0	0	0	20.05	0.0000	0.0000	0.0000	0.0000
	19623	20.03	4.91	9.34	-2.45	1.0225	24.06	1	20.05	3.1	0	0	0	0	0	0	0	0	0	0	20.05	0.0000	0.0000	0.0000	0.0000
	19625	3.84	1.79	1.79	-0.47	1.04	4.61	1	3.84	0.78	0	0	0	0	0	0	0	0	0	0	3.84	0.0000	0.0000	0.0000	0.0000
	19625	3.84	1.79	1.79	-0.47	1.04	4.61	1	3.84	1.55	0	0	0	0	0	0	0	0	0	0	3.84	0.0000	0.0000	0.0000	0.0000
	19625	3.84	1.79	1.79	-0.47	1.04	4.61	1	3.84	0.7	0	0	0	0	0	0	0	0	0	0	3.84	0.0000	0.0000	0.0000	0.0000
	19625	3.84	1.79	1.79	-0.47	1.04	4.61	1	3.84	0.76	0	0	0	0	0	0	0	0	0	0	3.84	0.0000	0.0000	0.0000	0.0000
	19625	3.84	1.79	1.79	-0.47	1.04	4.61	1	3.84	1.06	0	0	0	0	0	0	0	0	0	0	3.84	0.0000	0.0000	0.0000	0.0000
	19628	0	0	0.73	-0.19	1.04	1.89	0	1.58	0.2	0	0	0	0	0	0	0	0	0	0	1.575	0.0000	0.0000	0.0000	0.0000
	19628	0	0	0.73	-0.19	1.04	1.89	0	1.58	0.53	0	0	0	0	0	0	0	0	0	0	1.575	0.0000	0.0000	0.0000	0.0000
	19629	0	0	0.73	-0.19	1.04	1.89	0	1.58	0.76	0	0	0	0	0	0	0	0	0	0	1.575	0.0000	0.0000	0.0000	0.0000
	19630	0	0	0.73	-0.19	1.04	1.89	0	1.58	0.31	0	0	0	0	0	0	0	0	0	0	1.575	0.0000	0.0000	0.0000	0.0000
	19637	100.88	20.73	51.41	-11.21	1.009	121.2	1	101	13.93	0	0	0	0	0	0	0	0	0	0	101	0.0000	0.0000	0.0000	0.0000
	19638	100.88	19.8	51.41	-11.21	1.009	121.2	1	101	10.43	0	0	0	0	0	0	0	0	0	0	101	0.0000	0.0000	0.0000	0.0000
	19639	100.88	19.44	51.41	-11.21	1.009	121.2	1	101	37.01	0	0	0	0	0	0	0	0	0	0	101	0.0000	0.0000	0.0000	0.0000
	19643	57.33	8.27	26.75	-7	1.054	68.88	1	57.4	25.47	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19644	57.33	6.73	26.75	-7	1.054	68.88	1	57.4	8.55	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19645	0	0	26.75	-7	1.04	68.88	0	57.4	14.46	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19646	57.33	8.67	26.75	-7	1.054	68.88	1	57.4	16.85	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	19650	1.02	-0.13	0.48	-0.13	1.04	1.23	1	1.03	0.49	0	0	0	0	0	0	0	0	0	0	1.025	0.0000	0.0000	0.0000	0.0000
	19651	1.02	-0.13	0.48	-0.13	1.04	1.23	1	1.03	0.14	0	0	0	0	0	0	0	0	0	0	1.025	0.0000	0.0000	0.0000	0.0000
	19653	1.02	0.05	0.48	-0.13	1.028	1.23	1	1.03	0.49	0	0	0	0	0	0	0	0	0	0	1.025	0.0000	0.0000	0.0000	0.0000
	19653	1.02	0.05	0.48	-0.13	1.028	1.23	1	1.03	0.29	0	0	0	0	0	0	0	0	0	0	1.025	0.0000	0.0000	0.0000	0.0000
	21122	211.55	-16.17	107.81	-23.51	1.0323	254.16	1	211.8	64.09	0	0	0	0	0	0	0	0	0	0	211.8	0.0000	0.0000	0.0000	0.0000
	21123	211.55	-16.17	107.81	-23.51	1.0344	254.16	1	211.8	95.43	0	0	0	0	0	0	0	0	0	0	211.8	0.0000	0.0000	0.0000	0.0000
	21124	211.55	-16.17	107.81	-23.51	1.0327	254.16	1	211.8	64.85	0	0	0	0	0	0	0	0	0	0	211.8	0.0000	0.0000	0.0000	0.0000
	21125	211.55	-16.17	107.81	-23.51	1.0327	254.16	1	211.8	62.74	0	0	0	0	0	0	0	0	0	0	211.8	0.0000	0.0000	0.0000	0.0000
	21126	211.55	-16.17	107.81	-23.51	1.034	254.16	1	211.8	47.08	0	0	0	0	0	0	0	0	0	0	211.8	0.0000	0.0000	0.0000	0.0000
	21130	1.5	0	0	0	1.04	1.8	1	1.5	0.38	0	0	0	0	0	0	0	0	0	0	1.5	0.0000	0.0000	0.0000	0.0000
	21131	2	0	0	0	1.04	2.4	1	2	0.44	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21133	2	0	0	0	1.04	2.4	1	2	0.84	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21136	1.3	0	0	0	1.04	1.56	1	1.3	0.44	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21136	1.3	0	0	0	1.04	1.56	1	1.3	0.61	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21137	1.3	0	0	0	1.04	1.56	1	1.3	0.22	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21138	0	0	0	0	1.04	1.56	0	1.3	0.49	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21138	0	0	0	0	1.04	1.56	0	1.3	0.18	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21144	0	0	0	0	1.04	4.68	0	3.9	1.13	0	0	0	0	0	0	0	0	0	0	3.9	0.0000	0.0000	0.0000	0.0000
	21144	0	0	0	0	1.04	0.6	0	0.5	0.14	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21145	0	0	0	0	1.04	0.6	0	0.5	0.24	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21145	0.5	0	0	0	1.04	0.6	1	0.5	0.24	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21146	0.5	0	0	0	1.04	0.6	1	0.5	0.08	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21151	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	1.26	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21152	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	0.96	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21154	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	1.18	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21154	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	2.22	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21155	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	0.53	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21156	4.74	2.21	2.21	-0.58	1.04	5.7	1	4.75	1.23	0	0	0	0	0	0	0	0	0	0	4.75	0.0000	0.0000	0.0000	0.0000
	21164	20.97	8.06	8.06	-1.03	1.045	25.2	1	21	5.88	0	0	0	0	0	0	0	0	0	0	21	0.0000	0.0000	0.0000	0.0000
	21165	20.97	-1.03	8.06	-1.03	1.0045	25.2	1	21	2.26	0	0	0	0	0	0	0	0	0	0	21	0.0000	0.0000	0.0000	0.0000
	21165	20.97	-1.03	8.06	-1.03	1.0045	25.2	1	21	6.48	0	0	0	0	0	0	0	0	0	0	21	0.0000	0.0000	0.0000	0.0000
	21166	20.97	8.06	8.06	-1.03	1.045	25.2	1	21	5.74	0	0	0	0	0	0	0	0	0	0	21	0.0000	0.0000	0.0000	0.0000
	21170	4.99	0	0	0	1.04	6	1	5	1.63	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21170	0	0	0	0	1.04	6	0	5	1.89	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21173	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.7	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21174	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.63	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21175	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.34	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21180	4.99	0	0	0	1.04	6	1	5	2.21	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21180	3.5	0	0	0	1.04	4.2	1	3.5	1.36	0	0	0	0	0	0	0	0	0	0	3.5	0.0000	0.0000	0.0000	0.0000
	21183	0	0	0	0	1.04	6	0	5	1.07	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21185	2	0	0	0	1.04	2.4	1	2	0.69	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21185	4.99	0	0	0	1.04	6	1	5	1.35	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21185	4.99	0	0	0	1.04	6	1	5	2.47	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21188	4.99	0	0	0	1.04	6	1	5	0.99	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21189	2	0	0	0	1.04	2.4	1	2	0.98	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21189	0.5	0	0	0	1.04	0.6	1	0.5	0.11	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21190	0.5	0	0	0	1.04	0.6	1	0.5	0.08	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21190	0.5	0	0	0	1.04	0.6	1	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21191	0.5	0	0	0	1.04	0.6	1	0.5	0.19	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21195	1.9	0	0	0	1.04	2.28	1	1.9	0.87	0	0	0	0	0	0	0	0	0	0	1.9	0.0000	0.0000	0.0000	0.0000
	21196	0	0	0	0	1.04	6	0	5	1.1	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21199	0	0	0	0	1.04	6	0	5	0.99	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21201	0	0	16.17	-4.23	1.04	41.64	0	34.7	9.05	0	0	0	0	0	0	0	0	0	0	34.7	0.0000	0.0000	0.0000	0.0000
	21203	1.1	0	0	0	1.04	1.32	1	1.1	0.2	0	0	0	0	0	0	0	0	0	0	1.1	0.0000	0.0000	0.0000	0.0000
	21203	0	0	0	0	1.04	3	0	2.5	0.6	0	0	0	0	0	0	0	0	0	0	2.5	0.0000	0.0000	0.0000	0.0000
	21203	4.99	0	0	0	1.04	6	1	5	0.77	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21206	4.99	0	0	0	1.04	6	1	5	0.97	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21207	4.99	0	0	0	1.04	6	1	5	2.07	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21210	0	0	0	0	1.04	1.56	0	1.3	0.6	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21210	19.98	0	0	0	1.04	24	1	20	7.83	0	0	0	0	0	0	0	0	0	0	20	0.0000	0.0000	0.0000	0.0000
	21215	59.93	14.86	30.54	-6.66	1.047	72	1	60	26.72	0	0	0	0	0	0	0	0	0	0	60	0.0000	0.0000	0.0000	0.0000
	21216	59.93	14.52	30.54	-6.66	1.047	72	1	60	13.73	0	0	0	0	0	0	0	0	0	0	60	0.0000	0.0000	0.0000	0.0000
	21217	59.93	9.18	30.54	-6.66	1.047	72	1	60	26.31	0	0	0	0	0	0	0	0	0	0	60	0.0000	0.0000	0.0000	0.0000
	21224	199.16	93.6	101.49	-22.13	1.0136	239.28	1	199.4	39.14	0	0	0	0	0	0	0	0	0	0	199.4	0.0000	0.0000	0.0000	0.0000
	21225	199.16	93.6	101.49	-22.13	1.0099	239.28	1	199.4	69.29	0	0	0	0	0	0	0	0	0	0	199.4	0.0000	0.0000	0.0000	0.0000
	21226	199.16	101.49	101.49	-22.13	1.027	239.28	1	199.4	72.61	0	0	0	0	0	0	0	0	0	0	199.4	0.0000	0.0000	0.0000	0.0000
	21230	4.99	0	0	0	1.04	6	1	5	1.93	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21232	0	0	0	0	1.04	0.6	0	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21232	0.5	0	0	0	1.04	0.6	1	0.5	0.06	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21232	0.5	0	0	0	1.04	0.6	1	0.5	0.19	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21232	0.5	0	0	0	1.04	0.6	1	0.5	0.14	0	0	0	0	0	0	0	0	0	0	0.5	0.0000	0.0000	0.0000	0.0000
	21232	2	0	0	0	1.04	2.4	1	2	0.55	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21232	2	0	0	0	1.04	2.4	1	2	0.51	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21232	0	0	0	0	1.04	6	0	5	2.31	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21238	2	0	0	0	1.04	2.4	1	2	0.59	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21240	0	0	0	0	1.04	2.4	0	2	0.83	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21240	4.99	0	0	0	1.04	6	1	5	2.27	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21247	4.99	0	0	0	1.024	6	1	5	2.13	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21252	1218.84	322.99	449.07	-100.06	1.0122	1464.36	1	1220.3	247.38	0	0	0	0	0	0	0	0	0	0	1220.3	0.0000	0.0000	0.0000	0.0000
	21253	1218.84	322.99	449.07	-100.06	1.0134	1464.36	1	1220.3	348.53	0	0	0	0	0	0	0	0	0	0	1220.3	0.0000	0.0000	0.0000	0.0000
	21257	4.99	0	0	0	1.04	6	1	5	2.17	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21257	4.99	0	0	0	1.04	6	1	5	1.06	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21258	4.99	0	0	0	1.04	6	1	5	0.86	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21262	0	0	0	0	1.04	6	0	5	0.52	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21265	4.99	0	0	0	1.04	6	1	5	1.83	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21265	4.99	0	0	0	1.04	6	1	5	1.81	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21266	0	0	0	0	1.04	2.4	0	2	0.53	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21270	0	0	0	0	1.04	6	0	5	1.38	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21273	0	0	0	0	1.04	6	0	5	0.95	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21273	4.89	0	0	0	1.04	5.88	1	4.9	2.19	0	0	0	0	0	0	0	0	0	0	4.9	0.0000	0.0000	0.0000	0.0000
	21276	4.99	0	0	0	1.04	6	1	5	1.39	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21281	949.77	104.48	349.93	-77.97	1.0401	1141.08	1	950.9	137.03	0	0	0	0	0	0	0	0	0	0	950.9	0.0000	0.0000	0.0000	0.0000
	21285	4.99	0	0	0	1.04	6	1	5	2.08	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21288	0	0	0	0	1.04	2.4	0	2	0.7	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21288	0	0	0	0	1.04	5.16	0	4.3	1.27	0	0	0	0	0	0	0	0	0	0	4.3	0.0000	0.0000	0.0000	0.0000
	21297	174.29	29.42	298.03	-78.03	1.0571	767.46	1	639.55	174.28	0	0	0	0	0	0	0	0	0	0	639.55	0.0000	0.0000	0.0000	0.0000
	21298	310.87	29.42	298.03	-78.03	1.0543	767.46	1	639.55	310.86	0	0	0	0	0	0	0	0	0	0	639.55	0.0000	0.0000	0.0000	0.0000
	21299	178.84	29.42	298.03	-78.03	1.0559	767.46	1	639.55	178.82	0	0	0	0	0	0	0	0	0	0	639.55	0.0000	0.0000	0.0000	0.0000
	21300	0	0	298.03	-78.03	1.046	767.46	0	639.55	310.76	0	0	0	0	0	0	0	0	0	0	639.55	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	6.4	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	26.52	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	25.68	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	16.52	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	13.16	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21303	57.23	-6.36	29.17	-6.36	1.042	68.76	1	57.3	8.35	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21305	14.98	7.64	7.64	-1.67	1.04	18	1	15	3.73	0	0	0	0	0	0	0	0	0	0	15	0.0000	0.0000	0.0000	0.0000
	21305	14.98	7.64	7.64	-1.67	1.04	18	1	15	5.48	0	0	0	0	0	0	0	0	0	0	15	0.0000	0.0000	0.0000	0.0000
	21307	1.3	0	0	0	1.04	1.56	1	1.3	0.3	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	21307	4.99	0	0	0	1.04	6	1	5	0.56	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21313	0	0	5.38	-0.69	1.045	16.8	0	14	2.55	0	0	0	0	0	0	0	0	0	0	14	0.0000	0.0000	0.0000	0.0000
	21313	13.98	5.38	5.38	-0.69	1.045	16.8	1	14	4.8	0	0	0	0	0	0	0	0	0	0	14	0.0000	0.0000	0.0000	0.0000
	21313	13.98	5.38	5.38	-0.69	1.045	16.8	1	14	5.63	0	0	0	0	0	0	0	0	0	0	14	0.0000	0.0000	0.0000	0.0000
	21316	4.99	0	0	0	1.04	6	1	5	2.34	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21318	4	0	0	0	1.04	4.8	1	4	0.67	0	0	0	0	0	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000
	21318	0	0	0	0	1.04	6	0	5	2.23	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21320	57.33	26.75	26.75	-7	1.04	68.88	1	57.4	23.73	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	21320	57.33	26.75	26.75	-7	1.04	68.88	1	57.4	14.21	0	0	0	0	0	0	0	0	0	0	57.4	0.0000	0.0000	0.0000	0.0000
	21326	276.8	-77.59	342.88	-89.77	1.0268	882.96	1	735.8	163.14	0	0	0	0	0	0	0	0	0	0	735.8	0.0000	0.0000	0.0000	0.0000
	21329	4.99	0	0	0	1.04	6	1	5	1.95	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21332	3	1.05	1.4	-0.37	1.029	3.6	1	3	1.24	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21332	3	1.05	1.4	-0.37	1.029	3.6	1	3	0.9	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21333	3	1.1	1.4	-0.37	1.029	3.6	1	3	1.08	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21333	3	1.1	1.4	-0.37	1.029	3.6	1	3	0.43	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21334	3	1.28	1.4	-0.37	1.029	3.6	1	3	0.49	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21334	3	1.28	1.4	-0.37	1.029	3.6	1	3	0.4	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21338	3	0	0	0	1.04	3.6	1	3	0.49	0	0	0	0	0	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000
	21339	0	0	0	0	1.04	24	0	20	4.12	0	0	0	0	0	0	0	0	0	0	20	0.0000	0.0000	0.0000	0.0000
	21342	4.99	0	0	0	1.04	6	1	5	1.92	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21345	4.99	0	0	0	1.04	6	1	5	2.35	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21345	4.99	0	0	0	1.04	6	1	5	1.46	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21349	4.99	0	0	0	1.04	6	1	5	1.77	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21352	4.99	0	0	0	1.04	6	1	5	1.19	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21357	57.23	24.32	29.17	-6.36	1.054	68.76	1	57.3	26.54	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21358	57.23	29.17	29.17	-6.36	1.054	68.76	1	57.3	22.52	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21359	57.23	28.07	29.17	-6.36	1.054	68.76	1	57.3	23.74	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21360	57.23	17.51	29.17	-6.36	1.054	68.76	1	57.3	14.63	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21361	57.23	20.63	29.17	-6.36	1.054	68.76	1	57.3	27.75	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21362	57.23	23.95	29.17	-6.36	1.054	68.76	1	57.3	13.01	0	0	0	0	0	0	0	0	0	0	57.3	0.0000	0.0000	0.0000	0.0000
	21366	4.99	0	0	0	1.04	6	1	5	1.48	0	0	0	0	0	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000
	21369	0	0	0	0	1.04	0.9	0	0.75	0.23	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21370	0	0	0	0	1.04	0.9	0	0.75	0.15	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21372	0.75	0	0	0	1.04	0.9	1	0.75	0.27	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21373	0.75	0	0	0	1.04	0.9	1	0.75	0.27	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21375	0	0	0	0	1.04	2.4	0	2	0.93	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	21375	0.75	0	0	0	1.04	0.9	1	0.75	0.37	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21376	0	0	0	0	1.04	0.9	0	0.75	0.09	0	0	0	0	0	0	0	0	0	0	0.75	0.0000	0.0000	0.0000	0.0000
	21379	1	0.47	0.47	-0.12	1.04	1.2	1	1	0.3	0	0	0	0	0	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000
	21379	1	0.47	0.47	-0.12	1.04	1.2	1	1	0.17	0	0	0	0	0	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000
	21379	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.32	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21379	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.55	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21379	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.39	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21379	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.22	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	21379	0	0	0.84	-0.22	1.04	2.16	0	1.8	0.74	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
