,type,startup,shutdown,n,c2,c1,c0
1820,2,0,0,3,0.0,0.0,0.0
1821,2,0,0,3,0.0,0.0,0.0
1822,2,0,0,3,0.0,0.0,0.0
1823,2,0,0,3,0.0,0.0,0.0
1824,2,0,0,3,0.014,15.550999999999998,640.35
1825,2,0,0,3,0.0,0.0,0.0
1826,2,0,0,3,0.0,0.0,0.0
1827,2,0,0,3,0.0,0.0,0.0
1828,2,0,0,3,0.0,0.0,0.0
1829,2,0,0,3,0.016,17.244,666.15
1830,2,0,0,3,0.017,17.092,666.15
1831,2,0,0,3,0.0,0.0,0.0
1832,2,0,0,3,0.0,0.0,0.0
1833,2,0,0,3,0.0,0.0,0.0
1834,2,0,0,3,0.0,0.0,0.0
1835,2,0,0,3,0.0,0.0,0.0
1836,2,0,0,3,0.0,0.0,0.0
1837,2,0,0,3,0.0,0.0,0.0
1838,2,0,0,3,0.0,0.0,0.0
1839,2,0,0,3,0.0,0.0,0.0
1840,2,0,0,3,0.0,0.0,0.0
1841,2,0,0,3,0.0,0.0,0.0
1842,2,0,0,3,0.0,0.0,0.0
1843,2,0,0,3,0.0,0.0,0.0
1844,2,0,0,3,0.0,0.0,0.0
1845,2,0,0,3,0.0,0.0,0.0
1846,2,0,0,3,0.0,0.0,0.0
1847,2,0,0,3,0.0,0.0,0.0
1848,2,0,0,3,0.0,0.0,0.0
1849,2,0,0,3,0.0,0.0,0.0
1850,2,0,0,3,0.0,0.0,0.0
1851,2,0,0,3,0.0,0.0,236.03
1852,2,0,0,3,0.0,0.0,236.03
1853,2,0,0,3,0.0,0.0,236.03
1854,2,0,0,3,0.0,0.0,236.03
1855,2,0,0,3,0.0,0.0,236.03
1856,2,0,0,3,0.0,0.0,236.03
1857,2,0,0,3,0.0,0.0,0.0
1858,2,0,0,3,0.0,0.0,0.0
1859,2,0,0,3,0.0,0.0,0.0
1860,2,0,0,3,0.0,0.0,0.0
1861,2,0,0,3,0.0,0.0,0.0
1862,2,0,0,3,0.0,0.0,0.0
1863,2,0,0,3,0.002,8.0,1000.0
1864,2,0,0,3,0.002,8.0,1000.0
1865,2,0,0,3,0.0,0.0,0.0
1866,2,0,0,3,0.0,0.0,0.0
1867,2,0,0,3,0.0,0.0,0.0
1868,2,0,0,3,0.0,0.0,0.0
1869,2,0,0,3,0.0,0.0,0.0
1870,2,0,0,3,0.0,0.0,0.0
1871,2,0,0,3,0.0,0.0,0.0
1872,2,0,0,3,0.032,21.209,775.89
1873,2,0,0,3,0.013,15.472,721.5
1874,2,0,0,3,0.013,15.777,721.5
1875,2,0,0,3,0.019,18.181,721.5
1876,2,0,0,3,0.009000000000000001,13.533,622.5
1877,2,0,0,3,0.006,11.93,622.5
1878,2,0,0,3,0.006999999999999999,15.334,604.5
1879,2,0,0,3,0.013,16.976,607.5
1880,2,0,0,3,0.0,0.0,0.0
1881,2,0,0,3,0.0,0.0,0.0
1882,2,0,0,3,0.0,0.0,0.0
1883,2,0,0,3,0.0,0.0,0.0
1884,2,0,0,3,0.0,0.0,0.0
1885,2,0,0,3,0.0,0.0,0.0
1886,2,0,0,3,0.0,0.0,0.0
1887,2,0,0,3,0.0,0.0,0.0
1888,2,0,0,3,0.0,0.0,0.0
1889,2,0,0,3,0.0,0.0,0.0
1890,2,0,0,3,0.013,16.233,657.6
1891,2,0,0,3,0.01,15.46,657.6
1892,2,0,0,3,0.01,13.276,611.85
1893,2,0,0,3,0.006999999999999999,14.942,611.85
1894,2,0,0,3,0.012,14.446,607.65
1895,2,0,0,3,0.011,18.751,607.65
1896,2,0,0,3,0.0,0.0,0.0
1897,2,0,0,3,0.0,0.0,0.0
1898,2,0,0,3,0.01,13.921,671.85
1899,2,0,0,3,0.017,16.479,671.85
1900,2,0,0,3,0.014,17.187,671.85
1901,2,0,0,3,0.018000000000000002,17.558,671.85
1902,2,0,0,3,0.0,0.0,0.0
1903,2,0,0,3,0.0,0.0,0.0
1904,2,0,0,3,0.0,0.0,0.0
1905,2,0,0,3,0.0,0.0,0.0
1906,2,0,0,3,0.0,0.0,0.0
1907,2,0,0,3,0.0,0.0,0.0
1908,2,0,0,3,0.015,17.271,621.6
1909,2,0,0,3,0.01,12.339,621.6
1910,2,0,0,3,0.016,16.641,650.63
1911,2,0,0,3,0.014,14.259,650.63
1912,2,0,0,3,0.014,14.592,650.63
1913,2,0,0,3,0.01,16.500999999999998,650.63
1914,2,0,0,3,0.015,13.925999999999998,769.58
1915,2,0,0,3,0.019,16.982,769.58
1916,2,0,0,3,0.017,13.823,769.58
1917,2,0,0,3,0.017,15.923,769.58
1918,2,0,0,3,0.013,14.153,751.25
1919,2,0,0,3,0.016,14.084,751.25
1920,2,0,0,3,0.015,14.213,751.25
1921,2,0,0,3,0.017,14.797,751.25
1922,2,0,0,3,0.017,15.515999999999998,751.25
1923,2,0,0,3,0.018000000000000002,15.705,751.25
1924,2,0,0,3,0.0,0.0,0.0
1925,2,0,0,3,0.0,0.0,0.0
1926,2,0,0,3,0.0,0.0,0.0
1927,2,0,0,3,0.0,0.0,237.11
1928,2,0,0,3,0.0,0.0,236.48
1929,2,0,0,3,0.0,0.0,236.05
1930,2,0,0,3,0.0,0.0,236.05
1931,2,0,0,3,0.0,0.0,236.05
1932,2,0,0,3,0.0,0.0,509.75
1933,2,0,0,3,0.0,0.0,236.03
1934,2,0,0,3,0.0,0.0,0.0
1935,2,0,0,3,0.0,0.0,0.0
1936,2,0,0,3,0.017,16.323,706.8
1937,2,0,0,3,0.0,0.0,0.0
1938,2,0,0,3,0.0,0.0,0.0
1939,2,0,0,3,0.0,0.0,0.0
1940,2,0,0,3,0.0,0.0,0.0
1941,2,0,0,3,0.0,0.0,0.0
1942,2,0,0,3,0.0,0.0,0.0
1943,2,0,0,3,0.0,0.0,0.0
1944,2,0,0,3,0.0,0.0,0.0
1945,2,0,0,3,0.002,8.0,1113.38
1946,2,0,0,3,0.0,0.0,0.0
1947,2,0,0,3,0.0,0.0,0.0
1948,2,0,0,3,0.0,0.0,0.0
1949,2,0,0,3,0.0,0.0,0.0
1950,2,0,0,3,0.0,0.0,0.0
1951,2,0,0,3,0.0,0.0,0.0
1952,2,0,0,3,0.0,0.0,0.0
1953,2,0,0,3,0.0,0.0,0.0
1954,2,0,0,3,0.0,0.0,0.0
1955,2,0,0,3,0.0,0.0,0.0
1956,2,0,0,3,0.0,0.0,0.0
1957,2,0,0,3,0.0,0.0,0.0
1958,2,0,0,3,0.0,0.0,0.0
1959,2,0,0,3,0.0,0.0,0.0
1960,2,0,0,3,0.002,8.0,1000.0
1961,2,0,0,3,0.014,15.584,639.9
1962,2,0,0,3,0.009000000000000001,15.942,639.9
1963,2,0,0,3,0.01,16.090999999999998,639.9
1964,2,0,0,3,0.01,14.482,639.9
1965,2,0,0,3,0.015,15.563,639.9
1966,2,0,0,3,0.009000000000000001,12.463,639.9
1967,2,0,0,3,0.011,14.195,606.15
1968,2,0,0,3,0.0,0.0,0.0
1969,2,0,0,3,0.0,0.0,0.0
1970,2,0,0,3,0.0,0.0,0.0
1971,2,0,0,3,0.0,0.0,237.41
1972,2,0,0,3,0.0,0.0,237.41
1973,2,0,0,3,0.0,0.0,237.41
1974,2,0,0,3,0.0,0.0,237.41
1975,2,0,0,3,0.0,0.0,0.0
1976,2,0,0,3,0.0,0.0,0.0
1977,2,0,0,3,0.0,0.0,0.0
1978,2,0,0,3,0.0,0.0,0.0
1979,2,0,0,3,0.0,0.0,0.0
1980,2,0,0,3,0.0,0.0,0.0
1981,2,0,0,3,0.0,0.0,0.0
1982,2,0,0,3,0.0,0.0,0.0
1983,2,0,0,3,0.0,0.0,0.0
1984,2,0,0,3,0.022,17.156,887.25
1985,2,0,0,3,0.024,18.447,887.25
1986,2,0,0,3,0.024,17.458,907.91
1987,2,0,0,3,0.023,17.608,907.91
1988,2,0,0,3,0.024,18.734,907.91
1989,2,0,0,3,0.022,16.994,907.91
1990,2,0,0,3,0.0,0.0,0.0
1991,2,0,0,3,0.0,0.0,0.0
1992,2,0,0,3,0.0,0.0,0.0
1993,2,0,0,3,0.016,14.486,700.88
1994,2,0,0,3,0.016,18.163,700.88
1995,2,0,0,3,0.012,13.593,669.5
1996,2,0,0,3,0.016,17.743,669.5
1997,2,0,0,3,0.016,16.255,669.5
1998,2,0,0,3,0.0,0.0,0.0
1999,2,0,0,3,0.0,0.0,0.0
2000,2,0,0,3,0.0,0.0,0.0
2001,2,0,0,3,0.0,0.0,236.72
2002,2,0,0,3,0.0,0.0,0.0
2003,2,0,0,3,0.0,0.0,0.0
2004,2,0,0,3,0.0,0.0,0.0
2005,2,0,0,3,0.0,0.0,0.0
2006,2,0,0,3,0.0,0.0,0.0
2007,2,0,0,3,0.0,0.0,0.0
2008,2,0,0,3,0.0,0.0,0.0
2009,2,0,0,3,0.019,16.167,728.0
2010,2,0,0,3,0.016,16.285999999999998,728.0
2011,2,0,0,3,0.014,16.094,728.0
2012,2,0,0,3,0.02,18.709,728.0
2013,2,0,0,3,0.015,16.102999999999998,728.0
2014,2,0,0,3,0.015,14.171,728.0
2015,2,0,0,3,0.009000000000000001,14.877,611.7
2016,2,0,0,3,0.0,0.0,0.0
2017,2,0,0,3,0.0,0.0,0.0
2018,2,0,0,3,0.0,0.0,237.41
2019,2,0,0,3,0.014,14.578,677.1
2020,2,0,0,3,0.012,15.771,677.1
2021,2,0,0,3,0.013,18.234,677.1
2022,2,0,0,3,0.01,13.58,677.1
2023,2,0,0,3,0.016,15.104,677.1
2024,2,0,0,3,0.0,0.0,0.0
2025,2,0,0,3,0.0,0.0,0.0
2026,2,0,0,3,0.0,0.0,0.0
2027,2,0,0,3,0.0,0.0,0.0
2028,2,0,0,3,0.0,0.0,0.0
2029,2,0,0,3,0.0,0.0,236.98
2030,2,0,0,3,0.0,0.0,236.98
2031,2,0,0,3,0.0,0.0,236.98
2032,2,0,0,3,0.0,0.0,236.98
2033,2,0,0,3,0.0,0.0,236.98
2034,2,0,0,3,0.01,14.565,662.85
2035,2,0,0,3,0.016,19.732,662.85
2036,2,0,0,3,0.017,15.902,705.3
2037,2,0,0,3,0.013,14.214,705.3
2038,2,0,0,3,0.015,17.221,705.3
2039,2,0,0,3,0.015,15.53,705.3
2040,2,0,0,3,0.012,13.714,705.3
2041,2,0,0,3,0.0,0.0,0.0
2042,2,0,0,3,0.0,0.0,0.0
2043,2,0,0,3,0.0,0.0,0.0
2044,2,0,0,3,0.0,0.0,0.0
2045,2,0,0,3,0.0,0.0,0.0
2046,2,0,0,3,0.0,0.0,0.0
2047,2,0,0,3,0.0,0.0,0.0
2048,2,0,0,3,0.0,0.0,0.0
2049,2,0,0,3,0.027000000000000003,18.0,938.9
2050,2,0,0,3,0.021,16.232,938.9
2051,2,0,0,3,0.024,15.54,938.9
2052,2,0,0,3,0.024,16.913,938.9
2053,2,0,0,3,0.025,15.711,938.9
2054,2,0,0,3,0.025,16.91,938.9
2055,2,0,0,3,0.013,17.722,702.3
2056,2,0,0,3,0.0,0.0,0.0
2057,2,0,0,3,0.0,0.0,0.0
2058,2,0,0,3,0.0,0.0,0.0
2059,2,0,0,3,0.0,0.0,0.0
2060,2,0,0,3,0.0,0.0,0.0
2061,2,0,0,3,0.0,0.0,0.0
2062,2,0,0,3,0.006999999999999999,15.952,607.95
2063,2,0,0,3,0.009000000000000001,15.593,607.95
2064,2,0,0,3,0.0,0.0,0.0
2065,2,0,0,3,0.0,0.0,0.0
2066,2,0,0,3,0.0,0.0,0.0
2067,2,0,0,3,0.012,15.244000000000002,690.75
2068,2,0,0,3,0.018000000000000002,16.975,690.75
2069,2,0,0,3,0.016,15.627,690.75
2070,2,0,0,3,0.016,16.955,690.75
2071,2,0,0,3,0.0,0.0,236.49
2072,2,0,0,3,0.014,15.685,725.4
2073,2,0,0,3,0.019,16.554000000000002,725.4
2074,2,0,0,3,0.016,17.869,725.4
2075,2,0,0,3,0.017,16.294,725.4
2076,2,0,0,3,0.019,16.413,725.4
2077,2,0,0,3,0.012,15.361,725.4
2078,2,0,0,3,0.01,16.08,627.9
2079,2,0,0,3,0.0,0.0,0.0
2080,2,0,0,3,0.0,0.0,0.0
2081,2,0,0,3,0.0,0.0,0.0
2082,2,0,0,3,0.066,28.196,1157.78
2083,2,0,0,3,0.064,27.074,1157.78
2084,2,0,0,3,0.011,15.787,662.25
2085,2,0,0,3,0.014,18.188,662.25
2086,2,0,0,3,0.0,0.0,0.0
2087,2,0,0,3,0.0,0.0,0.0
2088,2,0,0,3,0.0,0.0,0.0
2089,2,0,0,3,0.0,0.0,0.0
2090,2,0,0,3,0.0,0.0,0.0
2091,2,0,0,3,0.0,0.0,0.0
2092,2,0,0,3,0.0,0.0,0.0
2093,2,0,0,3,0.0,0.0,0.0
2094,2,0,0,3,0.014,16.122,606.6
2095,2,0,0,3,0.015,17.258,609.3
2096,2,0,0,3,0.02,19.214,744.15
2097,2,0,0,3,0.016,16.171,744.15
2098,2,0,0,3,0.019,15.419,744.15
2099,2,0,0,3,0.018000000000000002,17.250999999999998,744.15
2100,2,0,0,3,0.0,0.0,0.0
2101,2,0,0,3,0.0,0.0,0.0
2102,2,0,0,3,0.055,29.351,960.98
2103,2,0,0,3,0.059,24.685,1060.9
2104,2,0,0,3,0.0,0.0,0.0
2105,2,0,0,3,0.0,0.0,0.0
2106,2,0,0,3,0.0,0.0,0.0
2107,2,0,0,3,0.0,0.0,0.0
2108,2,0,0,3,0.0,0.0,236.71
2109,2,0,0,3,0.0,0.0,236.71
2110,2,0,0,3,0.0,0.0,236.71
2111,2,0,0,3,0.013,16.172,640.5
2112,2,0,0,3,0.015,16.867,614.25
2113,2,0,0,3,0.012,15.168,601.5
2114,2,0,0,3,0.0,0.0,0.0
2115,2,0,0,3,0.021,17.671,769.2
2116,2,0,0,3,0.011,15.323,679.5
2117,2,0,0,3,0.011,15.34,679.5
2118,2,0,0,3,0.014,15.565,679.5
2119,2,0,0,3,0.01,14.505,609.0
2120,2,0,0,3,0.0,0.0,0.0
2121,2,0,0,3,0.0,0.0,0.0
2122,2,0,0,3,0.0,0.0,509.75
2123,2,0,0,3,0.021,15.882,815.1
2124,2,0,0,3,0.02,15.112,815.1
2125,2,0,0,3,0.016,14.447,815.1
2126,2,0,0,3,0.012,15.658,601.65
2127,2,0,0,3,0.011,16.769000000000002,601.65
2128,2,0,0,3,0.0,0.0,236.9
2129,2,0,0,3,0.0,0.0,236.9
2130,2,0,0,3,0.0,0.0,236.04
2131,2,0,0,3,0.0,0.0,236.04
2132,2,0,0,3,0.0,0.0,236.04
2133,2,0,0,3,0.0,0.0,236.04
2134,2,0,0,3,0.0,0.0,0.0
2135,2,0,0,3,0.0,0.0,0.0
2136,2,0,0,3,0.0,0.0,0.0
2137,2,0,0,3,0.022,17.906,977.0
2138,2,0,0,3,0.03,20.767,977.0
2139,2,0,0,3,0.024,18.51,977.0
2140,2,0,0,3,0.023,17.796,773.4
2141,2,0,0,3,0.021,17.225,773.4
2142,2,0,0,3,0.0,0.0,0.0
2143,2,0,0,3,0.0,0.0,0.0
2144,2,0,0,3,0.0,0.0,0.0
2145,2,0,0,3,0.0,0.0,0.0
2146,2,0,0,3,0.085,28.997,1368.27
2147,2,0,0,3,0.0,0.0,0.0
2148,2,0,0,3,0.0,0.0,0.0
2149,2,0,0,3,0.0,0.0,0.0
2150,2,0,0,3,0.017,16.980999999999998,712.5
2151,2,0,0,3,0.015,16.292,712.5
2152,2,0,0,3,0.015,13.986,712.5
2153,2,0,0,3,0.022,14.377,950.2
2154,2,0,0,3,0.022,17.619,950.2
2155,2,0,0,3,0.018000000000000002,13.939,950.2
2156,2,0,0,3,0.025,16.338,950.2
2157,2,0,0,3,0.025,15.821,950.2
2158,2,0,0,3,0.017,12.577,950.2
2159,2,0,0,3,0.0,0.0,236.5
2160,2,0,0,3,0.0,0.0,236.5
2161,2,0,0,3,0.0,0.0,236.5
2162,2,0,0,3,0.0,0.0,0.0
2163,2,0,0,3,0.0,0.0,0.0
2164,2,0,0,3,0.0,0.0,0.0
2165,2,0,0,3,0.0,0.0,0.0
2166,2,0,0,3,0.0,0.0,0.0
2167,2,0,0,3,0.0,0.0,0.0
2168,2,0,0,3,0.0,0.0,0.0
2169,2,0,0,3,0.0,0.0,0.0
2170,2,0,0,3,0.0,0.0,236.99
2171,2,0,0,3,0.0,0.0,236.99
2172,2,0,0,3,0.0,0.0,236.99
2173,2,0,0,3,0.0,0.0,236.99
2174,2,0,0,3,0.0,0.0,236.99
2175,2,0,0,3,0.02,15.559,843.53
2176,2,0,0,3,0.017,14.304,843.53
2177,2,0,0,3,0.02,15.044,843.53
2178,2,0,0,3,0.022,16.458,843.53
2179,2,0,0,3,0.023,16.363,843.53
2180,2,0,0,3,0.021,16.525,843.53
2181,2,0,0,3,0.017,15.148,748.8
2182,2,0,0,3,0.019,16.904,748.8
2183,2,0,0,3,0.013,13.976,748.8
2184,2,0,0,3,0.015,15.157,748.8
2185,2,0,0,3,0.013,15.140999999999998,748.8
2186,2,0,0,3,0.018000000000000002,18.018,748.8
2187,2,0,0,3,0.017,14.598,717.75
2188,2,0,0,3,0.019,18.624,717.75
2189,2,0,0,3,0.012,14.767,605.25
2190,2,0,0,3,0.014,16.287,605.25
2191,2,0,0,3,0.012,18.014,605.25
2192,2,0,0,3,0.0,0.0,0.0
2193,2,0,0,3,0.0,0.0,0.0
2194,2,0,0,3,0.0,0.0,0.0
2195,2,0,0,3,0.0,0.0,0.0
2196,2,0,0,3,0.011,12.505,690.75
2197,2,0,0,3,0.027000000000000003,26.231,237.79
2198,2,0,0,3,0.0,0.0,236.57
2199,2,0,0,3,0.0,0.0,236.57
2200,2,0,0,3,0.0,0.0,236.57
2201,2,0,0,3,0.024,16.51,907.0
2202,2,0,0,3,0.025,17.866,907.0
2203,2,0,0,3,0.024,15.068,907.0
2204,2,0,0,3,0.0,0.0,236.04
2205,2,0,0,3,0.0,0.0,236.04
2206,2,0,0,3,0.0,0.0,236.72
2207,2,0,0,3,0.0,0.0,236.72
2208,2,0,0,3,0.0,0.0,236.04
2209,2,0,0,3,0.0,0.0,0.0
2210,2,0,0,3,0.0,0.0,0.0
2211,2,0,0,3,0.0,0.0,0.0
2212,2,0,0,3,0.0,0.0,0.0
2213,2,0,0,3,0.0,0.0,0.0
2214,2,0,0,3,0.0,0.0,0.0
2215,2,0,0,3,0.0,0.0,0.0
2216,2,0,0,3,0.002,8.0,1000.0
2217,2,0,0,3,0.009000000000000001,14.809,672.95
2218,2,0,0,3,0.016,14.84,672.95
2219,2,0,0,3,0.012,15.056,672.95
2220,2,0,0,3,0.0,0.0,0.0
2221,2,0,0,3,0.0,0.0,0.0
2222,2,0,0,3,0.0,0.0,0.0
2223,2,0,0,3,0.0,0.0,0.0
2224,2,0,0,3,0.0,0.0,0.0
2225,2,0,0,3,0.0,0.0,237.75
2226,2,0,0,3,0.0,0.0,237.75
2227,2,0,0,3,0.019,15.576,810.0
2228,2,0,0,3,0.015,14.648,810.0
2229,2,0,0,3,0.021,15.539,810.0
2230,2,0,0,3,0.023,16.95,810.0
2231,2,0,0,3,0.002,8.0,1122.5
2232,2,0,0,3,0.002,8.0,1122.5
2233,2,0,0,3,0.0,0.0,0.0
2234,2,0,0,3,0.0,0.0,0.0
2235,2,0,0,3,0.0,0.0,0.0
2236,2,0,0,3,0.0,0.0,0.0
2237,2,0,0,3,0.0,0.0,0.0
2238,2,0,0,3,0.0,0.0,0.0
2239,2,0,0,3,0.0,0.0,0.0
2240,2,0,0,3,0.0,0.0,0.0
2241,2,0,0,3,0.0,0.0,0.0
2242,2,0,0,3,0.0,0.0,0.0
2243,2,0,0,3,0.0,0.0,0.0
2244,2,0,0,3,0.0,0.0,0.0
2245,2,0,0,3,0.0,0.0,0.0
2246,2,0,0,3,0.024,15.08,925.8
2247,2,0,0,3,0.021,17.457,925.8
2248,2,0,0,3,0.021,17.527,925.8
2249,2,0,0,3,0.019,18.33,664.31
2250,2,0,0,3,0.016,15.833,664.31
2251,2,0,0,3,0.015,16.215,664.31
2252,2,0,0,3,0.015,17.151,664.31
2253,2,0,0,3,0.0,0.0,236.43
2254,2,0,0,3,0.0,0.0,236.43
2255,2,0,0,3,0.08,25.889,1334.18
2256,2,0,0,3,0.075,26.736,1334.18
2257,2,0,0,3,0.086,30.38300000000001,1334.18
2258,2,0,0,3,0.0,0.0,236.52
2259,2,0,0,3,0.023,17.042,936.75
2260,2,0,0,3,0.024,15.4,936.75
2261,2,0,0,3,0.024,16.769000000000002,936.75
2262,2,0,0,3,0.025,15.88,936.75
2263,2,0,0,3,0.011,13.147,636.0
2264,2,0,0,3,0.0,0.0,0.0
2265,2,0,0,3,0.0,0.0,0.0
2266,2,0,0,3,0.0,0.0,0.0
2267,2,0,0,3,0.0,0.0,0.0
2268,2,0,0,3,0.0,0.0,0.0
2269,2,0,0,3,0.0,0.0,0.0
2270,2,0,0,3,0.0,0.0,236.5
2271,2,0,0,3,0.0,0.0,236.5
2272,2,0,0,3,0.0,0.0,236.5
2273,2,0,0,3,0.0,0.0,236.53
2274,2,0,0,3,0.0,0.0,236.53
2275,2,0,0,3,0.0,0.0,236.43
2276,2,0,0,3,0.0,0.0,236.43
2277,2,0,0,3,0.0,0.0,236.43
2278,2,0,0,3,0.0,0.0,236.43
2279,2,0,0,3,0.0,0.0,236.43
2280,2,0,0,3,0.0,0.0,236.43
2281,2,0,0,3,0.0,0.0,236.43
2282,2,0,0,3,0.0,0.0,236.43
2283,2,0,0,3,0.035,28.88300000000001,237.26
2284,2,0,0,3,0.048,30.89,637.52
2285,2,0,0,3,0.0,0.0,236.53
2286,2,0,0,3,0.002,8.0,1000.0
2287,2,0,0,3,0.002,8.0,1000.0
2288,2,0,0,3,0.002,8.0,1138.63
2289,2,0,0,3,0.002,8.0,1138.63
2290,2,0,0,3,0.009000000000000001,16.023,602.7
2291,2,0,0,3,0.012,14.622,604.0
2292,2,0,0,3,0.009000000000000001,13.989,604.0
2293,2,0,0,3,0.012,15.355,604.0
2294,2,0,0,3,0.013,18.329,604.0
2295,2,0,0,3,0.011,15.342,604.0
2296,2,0,0,3,0.009000000000000001,17.244,604.0
2297,2,0,0,3,0.052000000000000005,25.279,893.59
2298,2,0,0,3,0.065,33.373000000000005,893.59
2299,2,0,0,3,0.0,0.0,236.43
2300,2,0,0,3,0.0,0.0,236.43
2301,2,0,0,3,0.011,14.26,675.75
2302,2,0,0,3,0.0,0.0,236.72
2303,2,0,0,3,0.0,0.0,236.72
2304,2,0,0,3,0.0,0.0,0.0
2305,2,0,0,3,0.024,16.544,964.0
2306,2,0,0,3,0.02,15.615,964.0
2307,2,0,0,3,0.025,16.289,964.0
2308,2,0,0,3,0.035,24.185,366.44
2309,2,0,0,3,0.027000000000000003,17.057000000000002,934.5
2310,2,0,0,3,0.022,17.524,934.5
2311,2,0,0,3,0.021,16.019000000000002,934.5
2312,2,0,0,3,0.028,18.498,934.5
2313,2,0,0,3,0.029,21.612,934.5
2314,2,0,0,3,0.022,16.072,934.5
2315,2,0,0,3,0.027000000000000003,26.122,237.57
2316,2,0,0,3,0.0,0.0,236.49
2317,2,0,0,3,0.0,0.0,236.49
2318,2,0,0,3,0.029,29.939,236.38
2319,2,0,0,3,0.018000000000000002,28.089,236.38
2320,2,0,0,3,0.027000000000000003,28.865,236.38
2321,2,0,0,3,0.022,24.89,236.38
2322,2,0,0,3,0.023,26.44,236.38
2323,2,0,0,3,0.0,0.0,701.74
2324,2,0,0,3,0.0,0.0,701.74
2325,2,0,0,3,0.0,0.0,701.74
2326,2,0,0,3,0.0,0.0,701.74
2327,2,0,0,3,0.0,0.0,701.74
2328,2,0,0,3,0.0,0.0,701.74
2329,2,0,0,3,0.0,0.0,0.0
2330,2,0,0,3,0.0,0.0,236.43
2331,2,0,0,3,0.0,0.0,236.43
2332,2,0,0,3,0.0,0.0,0.0
2333,2,0,0,3,0.037000000000000005,28.987,328.58
2334,2,0,0,3,0.0,0.0,236.47
2335,2,0,0,3,0.0,0.0,236.47
2336,2,0,0,3,0.0,0.0,236.47
2337,2,0,0,3,0.0,0.0,237.72
2338,2,0,0,3,0.0,0.0,237.72
2339,2,0,0,3,0.0,0.0,237.72
2340,2,0,0,3,0.009000000000000001,14.637,602.4
2341,2,0,0,3,0.01,17.531,605.7
2342,2,0,0,3,0.016,17.423,744.45
2343,2,0,0,3,0.014,15.463,744.45
2344,2,0,0,3,0.01,14.38,613.05
2345,2,0,0,3,0.013,14.236,613.05
2346,2,0,0,3,0.012,17.033,613.05
2347,2,0,0,3,0.01,15.399,613.05
2348,2,0,0,3,0.012,16.247,613.05
2349,2,0,0,3,0.011,16.357,613.05
2350,2,0,0,3,0.02,16.596,925.0
2351,2,0,0,3,0.022,16.112000000000002,925.0
2352,2,0,0,3,0.021,16.857,925.0
2353,2,0,0,3,0.021,13.239,925.0
2354,2,0,0,3,0.023,15.799,925.0
2355,2,0,0,3,0.025,16.401,925.0
2356,2,0,0,3,0.034,26.275,237.28
2357,2,0,0,3,0.0,0.0,0.0
2358,2,0,0,3,0.012,15.618,633.45
2359,2,0,0,3,0.009000000000000001,13.38,633.45
2360,2,0,0,3,0.011,14.154000000000002,633.45
2361,2,0,0,3,0.011,16.984,633.45
2362,2,0,0,3,0.0,0.0,0.0
2363,2,0,0,3,0.037000000000000005,25.287,401.59
2364,2,0,0,3,0.0,0.0,0.0
2365,2,0,0,3,0.0,0.0,0.0
2366,2,0,0,3,0.0,0.0,0.0
2367,2,0,0,3,0.0,0.0,0.0
2368,2,0,0,3,0.0,0.0,0.0
2369,2,0,0,3,0.0,0.0,0.0
2370,2,0,0,3,0.0,0.0,346.61
2371,2,0,0,3,0.0,0.0,346.61
2372,2,0,0,3,0.0,0.0,346.61
2373,2,0,0,3,0.0,0.0,346.61
2374,2,0,0,3,0.0,0.0,346.61
2375,2,0,0,3,0.0,0.0,346.61
2376,2,0,0,3,0.0,0.0,236.5
2377,2,0,0,3,0.0,0.0,236.5
2378,2,0,0,3,0.0,0.0,236.5
2379,2,0,0,3,0.0,0.0,236.5
2380,2,0,0,3,0.0,0.0,236.07
2381,2,0,0,3,0.0,0.0,236.07
2382,2,0,0,3,0.0,0.0,236.07
2383,2,0,0,3,0.07200000000000001,25.257,1307.61
2384,2,0,0,3,0.094,30.272,1307.61
2385,2,0,0,3,0.071,24.82800000000001,1307.61
2386,2,0,0,3,0.0,0.0,0.0
2387,2,0,0,3,0.0,0.0,236.49
2388,2,0,0,3,0.021,17.354,3859.0
2389,2,0,0,3,0.022,19.864,3859.0
2390,2,0,0,3,0.027000000000000003,17.826,913.54
2391,2,0,0,3,0.021,15.476,913.54
2392,2,0,0,3,0.022,15.627,913.54
2393,2,0,0,3,0.017,13.455,913.54
2394,2,0,0,3,0.0,0.0,236.72
2395,2,0,0,3,0.0,0.0,236.49
2396,2,0,0,3,0.0,0.0,236.49
2397,2,0,0,3,0.01,14.754,688.2
2398,2,0,0,3,0.012,16.62,688.2
2399,2,0,0,3,0.009000000000000001,12.511,603.9
2400,2,0,0,3,0.0,0.0,236.53
2401,2,0,0,3,0.0,0.0,236.53
2402,2,0,0,3,0.0,0.0,236.53
2403,2,0,0,3,0.036000000000000004,31.615,236.96
2404,2,0,0,3,0.025,17.455,988.8
2405,2,0,0,3,0.024,16.634,988.8
2406,2,0,0,3,0.024,18.382,988.8
2407,2,0,0,3,0.012,17.669,604.42
2408,2,0,0,3,0.011,14.104,604.42
2409,2,0,0,3,0.014,15.253,666.0
2410,2,0,0,3,0.0,0.0,0.0
2411,2,0,0,3,0.0,0.0,0.0
2412,2,0,0,3,0.0,0.0,236.57
2413,2,0,0,3,0.0,0.0,236.57
2414,2,0,0,3,0.0,0.0,236.57
