,bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin
1844,10146,5.69,-0.28,2.19,-0.28,1.038,6.84,1,5.7,2.31,0,0,0,0,0,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0
1845,10146,5.69,-0.28,2.19,-0.28,1.038,6.84,1,5.7,1.5,0,0,0,0,0,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0
1846,10148,0.0,0.0,0.73,-0.09,1.04,2.28,0,1.9,0.58,0,0,0,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0
1847,10148,1.9,-0.09,0.73,-0.09,1.04,2.28,1,1.9,0.87,0,0,0,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0
1848,10148,0.0,0.0,0.73,-0.09,1.04,2.28,0,1.9,0.84,0,0,0,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0
1849,10152,3.8,-0.19,1.46,-0.19,1.0375,4.56,1,3.8,0.61,0,0,0,0,0,0,0,0,0,0,3.8,0.0,0.0,0.0,0.0
1850,10156,106.37,-15.34,22.68,-15.34,1.038,127.8,1,106.5,38.59,0,0,0,0,0,0,0,0,0,0,106.5,0.0,0.0,0.0,0.0
1851,10158,1.1,-0.13,0.51,-0.13,1.04,1.32,1,1.1,0.14,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0
1852,10158,1.12,-0.14,0.52,-0.14,1.04,1.34,1,1.12,0.24,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,0.0,0.0
1853,10158,1.12,-0.14,0.52,-0.14,1.04,1.34,1,1.12,0.34,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,0.0,0.0
1854,10158,1.12,-0.14,0.52,-0.14,1.04,1.34,1,1.12,0.37,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,0.0,0.0
1855,10158,1.12,-0.14,0.52,-0.14,1.04,1.34,1,1.12,0.46,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,0.0,0.0
1856,10158,1.12,-0.14,0.52,-0.14,1.04,1.34,1,1.12,0.21,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,0.0,0.0
1857,10160,0.0,0.0,3.78,-0.48,1.0425,11.8,0,9.83,4.2,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1858,10160,0.0,0.0,3.78,-0.48,1.0425,11.8,0,9.83,2.01,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1859,10160,9.82,-0.48,3.78,-0.48,1.0425,11.8,1,9.83,3.01,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1860,10160,9.82,-0.48,3.78,-0.48,1.0425,11.8,1,9.83,2.45,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1861,10160,9.82,-0.48,3.78,-0.48,1.0425,11.8,1,9.83,2.03,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1862,10160,0.0,0.0,3.78,-0.48,1.0425,11.8,0,9.83,1.09,0,0,0,0,0,0,0,0,0,0,9.8333,0.0,0.0,0.0,0.0
1863,11401,1168.6,427.42,430.56,-95.94,1.0111,1404.0,1,1170.0,464.87,0,0,0,0,0,0,0,0,0,0,1170.0,0.0,0.0,0.0,0.0
1864,11402,1168.6,427.42,430.56,-95.94,1.0099,1404.0,1,1170.0,273.76,0,0,0,0,0,0,0,0,0,0,1170.0,0.0,0.0,0.0,0.0
1865,11407,0.0,0.0,0.0,0.0,1.04,9.0,0,7.5,3.17,0,0,0,0,0,0,0,0,0,0,7.5,0.0,0.0,0.0,0.0
1866,11408,1.0,0.0,0.0,0.0,1.008,1.2,1,1.0,0.19,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1867,11411,0.0,0.0,0.0,0.0,1.04,12.0,0,10.0,3.29,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0
1868,11414,1.1,0.0,0.0,0.0,1.04,1.32,1,1.1,0.46,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0
1869,11415,0.0,0.0,0.0,0.0,1.04,1.68,0,1.4,0.18,0,0,0,0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,0.0
1870,11417,1.4,0.0,0.0,0.0,1.04,1.68,1,1.4,0.28,0,0,0,0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,0.0
1871,11418,4.99,0.0,0.0,0.0,1.04,6.0,1,5.0,1.74,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0
1872,11423,163.01,-13.61,76.05,-19.91,1.0425,195.84,1,163.2,57.46,0,0,0,0,0,0,0,0,0,0,163.2,0.0,0.0,0.0,0.0
1873,11430,80.9,25.36,41.23,-8.99,1.046,97.2,1,81.0,24.25,0,0,0,0,0,0,0,0,0,0,81.0,0.0,0.0,0.0,0.0
1874,11431,80.9,21.2,41.23,-8.99,1.046,97.2,1,81.0,13.99,0,0,0,0,0,0,0,0,0,0,81.0,0.0,0.0,0.0,0.0
1875,11432,80.9,19.1,41.23,-8.99,1.046,97.2,1,81.0,17.87,0,0,0,0,0,0,0,0,0,0,81.0,0.0,0.0,0.0,0.0
1876,11435,0.0,0.0,7.64,-1.67,1.04,18.0,0,15.0,3.87,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,0.0
1877,11435,0.0,0.0,7.64,-1.67,1.04,18.0,0,15.0,3.85,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,0.0
1878,11438,0.0,0.0,1.53,-0.33,1.04,3.6,0,3.0,0.98,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0
1879,11439,0.0,0.0,2.55,-0.55,1.04,6.0,0,5.0,0.89,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0
1880,11444,7.49,0.0,0.0,0.0,1.04,9.0,1,7.5,1.12,0,0,0,0,0,0,0,0,0,0,7.5,0.0,0.0,0.0,0.0
1881,11444,0.0,0.0,0.0,0.0,1.04,1.8,0,1.5,0.29,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0
1882,11445,1.1,0.0,0.0,0.0,1.04,1.32,1,1.1,0.53,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0
1883,11445,0.0,0.0,0.0,0.0,1.04,0.3,0,0.25,0.11,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1884,11446,0.0,0.0,0.0,0.0,1.04,0.3,0,0.25,0.12,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1885,11446,0.25,0.0,0.0,0.0,1.04,0.3,1,0.25,0.05,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1886,11447,0.0,0.0,0.0,0.0,1.04,0.3,0,0.25,0.08,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1887,11447,0.25,0.0,0.0,0.0,1.04,0.3,1,0.25,0.09,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1888,11448,0.25,0.0,0.0,0.0,1.04,0.3,1,0.25,0.11,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0
1889,11451,4.99,0.0,0.0,0.0,1.04,6.0,1,5.0,1.74,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0
1890,11453,38.35,9.48,19.55,-4.26,1.035,46.08,1,38.4,10.47,0,0,0,0,0,0,0,0,0,0,38.4,0.0,0.0,0.0,0.0
1891,11453,38.35,9.48,19.55,-4.26,1.035,46.08,1,38.4,13.16,0,0,0,0,0,0,0,0,0,0,38.4,0.0,0.0,0.0,0.0
1892,11456,0.0,0.0,4.02,-0.88,1.04,9.48,0,7.9,1.84,0,0,0,0,0,0,0,0,0,0,7.9,0.0,0.0,0.0,0.0
1893,11457,0.0,0.0,4.02,-0.88,1.04,9.48,0,7.9,1.25,0,0,0,0,0,0,0,0,0,0,7.9,0.0,0.0,0.0,0.0
1894,11461,0.0,0.0,2.6,-0.57,1.04,6.12,0,5.1,2.47,0,0,0,0,0,0,0,0,0,0,5.1,0.0,0.0,0.0,0.0
1895,11461,0.0,0.0,2.6,-0.57,1.04,6.12,0,5.1,1.6,0,0,0,0,0,0,0,0,0,0,5.1,0.0,0.0,0.0,0.0
1896,11464,2.6,0.0,0.0,0.0,1.04,3.12,1,2.6,0.37,0,0,0,0,0,0,0,0,0,0,2.6,0.0,0.0,0.0,0.0
1897,11464,2.5,0.0,0.0,0.0,1.04,3.0,1,2.5,0.72,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0
1898,11468,47.84,24.38,24.38,-5.32,1.0755,57.48,1,47.9,12.93,0,0,0,0,0,0,0,0,0,0,47.9,0.0,0.0,0.0,0.0
1899,11468,47.84,24.38,24.38,-5.32,1.0755,57.48,1,47.9,18.16,0,0,0,0,0,0,0,0,0,0,47.9,0.0,0.0,0.0,0.0
1900,11469,47.84,24.37,24.38,-5.32,1.0855,57.48,1,47.9,6.56,0,0,0,0,0,0,0,0,0,0,47.9,0.0,0.0,0.0,0.0
1901,11469,47.84,24.37,24.38,-5.32,1.0855,57.48,1,47.9,6.23,0,0,0,0,0,0,0,0,0,0,47.9,0.0,0.0,0.0,0.0
1902,11472,0.0,0.0,0.0,0.0,1.04,0.9,0,0.75,0.29,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0
1903,11472,0.0,0.0,0.0,0.0,1.04,0.9,0,0.75,0.31,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0
1904,11472,0.0,0.0,0.0,0.0,1.04,2.46,0,2.05,0.75,0,0,0,0,0,0,0,0,0,0,2.05,0.0,0.0,0.0,0.0
1905,11472,0.0,0.0,0.0,0.0,1.04,2.46,0,2.05,0.75,0,0,0,0,0,0,0,0,0,0,2.05,0.0,0.0,0.0,0.0
1906,11472,3.1,0.0,0.0,0.0,1.04,3.72,1,3.1,0.87,0,0,0,0,0,0,0,0,0,0,3.1,0.0,0.0,0.0,0.0
1907,11472,4.29,0.0,0.0,0.0,1.04,5.16,1,4.3,1.84,0,0,0,0,0,0,0,0,0,0,4.3,0.0,0.0,0.0,0.0
1908,11475,0.0,0.0,7.33,-1.6,1.04,17.28,0,14.4,4.24,0,0,0,0,0,0,0,0,0,0,14.4,0.0,0.0,0.0,0.0
1909,11475,0.0,0.0,7.33,-1.6,1.04,17.28,0,14.4,1.5,0,0,0,0,0,0,0,0,0,0,14.4,0.0,0.0,0.0,0.0
1910,11478,33.71,17.18,17.18,-3.75,1.0445,40.5,1,33.75,14.77,0,0,0,0,0,0,0,0,0,0,33.75,0.0,0.0,0.0,0.0
1911,11478,33.71,17.18,17.18,-3.75,1.0445,40.5,1,33.75,6.36,0,0,0,0,0,0,0,0,0,0,33.75,0.0,0.0,0.0,0.0
1912,11479,33.71,17.18,17.18,-3.75,1.042,40.5,1,33.75,11.56,0,0,0,0,0,0,0,0,0,0,33.75,0.0,0.0,0.0,0.0
1913,11479,33.71,17.18,17.18,-3.75,1.042,40.5,1,33.75,7.64,0,0,0,0,0,0,0,0,0,0,33.75,0.0,0.0,0.0,0.0
1914,11486,112.92,-8.17,57.54,-12.55,1.038,135.66,1,113.05,54.78,0,0,0,0,0,0,0,0,0,0,113.05,0.0,0.0,0.0,0.0
1915,11487,112.92,-12.55,57.54,-12.55,1.038,135.66,1,113.05,44.18,0,0,0,0,0,0,0,0,0,0,113.05,0.0,0.0,0.0,0.0
1916,11488,112.92,-10.37,57.54,-12.55,1.038,135.66,1,113.05,49.18,0,0,0,0,0,0,0,0,0,0,113.05,0.0,0.0,0.0,0.0
1917,11489,112.92,-12.55,57.54,-12.55,1.038,135.66,1,113.05,34.39,0,0,0,0,0,0,0,0,0,0,113.05,0.0,0.0,0.0,0.0
1918,11493,100.71,32.04,51.32,-11.19,1.009,121.0,1,100.83,14.43,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1919,11494,100.71,28.91,51.32,-11.19,1.009,121.0,1,100.83,13.41,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1920,11495,100.71,33.16,51.32,-11.19,1.009,121.0,1,100.83,18.81,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1921,11496,100.71,32.22,51.32,-11.19,1.009,121.0,1,100.83,36.0,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1922,11497,100.71,24.76,51.32,-11.19,1.009,121.0,1,100.83,20.83,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1923,11498,100.71,38.25,51.32,-11.19,1.009,121.0,1,100.83,13.39,0,0,0,0,0,0,0,0,0,0,100.8333,0.0,0.0,0.0,0.0
1924,11502,0.0,0.0,0.0,0.0,1.04,2.4,0,2.0,0.74,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
1925,11503,1.9,0.0,0.0,0.0,1.04,2.28,1,1.9,0.69,0,0,0,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0
1926,11504,0.0,0.0,0.0,0.0,1.04,1.56,0,1.3,0.49,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0
1927,11508,41.75,15.83,19.48,-5.1,1.0495,50.16,1,41.8,15.64,0,0,0,0,0,0,0,0,0,0,41.8,0.0,0.0,0.0,0.0
1928,11512,0.0,0.0,8.39,-2.2,1.04,21.6,0,18.0,4.15,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0
1929,11514,2.0,0.93,0.93,-0.24,1.04,2.4,1,2.0,0.28,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
1930,11514,2.0,0.93,0.93,-0.24,1.04,2.4,1,2.0,0.94,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
1931,11514,0.0,0.0,0.93,-0.24,1.04,2.4,0,2.0,0.93,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
1932,11517,115.06,52.36,53.68,-14.05,1.0122,138.24,1,115.2,46.69,0,0,0,0,0,0,0,0,0,0,115.2,0.0,0.0,0.0,0.0
1933,11518,1.2,-0.1,0.56,-0.15,1.008,1.44,1,1.2,0.16,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0
1934,11522,4.1,0.0,0.0,0.0,1.012,4.92,1,4.1,0.93,0,0,0,0,0,0,0,0,0,0,4.1,0.0,0.0,0.0,0.0
1935,11523,1.3,0.0,0.0,0.0,1.012,1.56,1,1.3,0.39,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0
1936,11526,71.12,36.24,36.24,-7.9,1.045,85.44,1,71.2,34.79,0,0,0,0,0,0,0,0,0,0,71.2,0.0,0.0,0.0,0.0
1937,11532,1.0,0.0,0.0,0.0,1.04,1.2,1,1.0,0.33,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1938,11533,1.4,0.0,0.0,0.0,1.04,1.68,1,1.4,0.38,0,0,0,0,0,0,0,0,0,0,1.4,0.0,0.0,0.0,0.0
1939,11535,3.5,0.0,0.0,0.0,1.04,4.2,1,3.5,1.55,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0
1940,11538,3.0,0.0,0.0,0.0,1.04,3.6,1,3.0,0.9,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0
1941,11538,15.98,0.0,0.0,0.0,1.04,19.2,1,16.0,6.13,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,0.0
1942,11541,7.89,0.0,0.0,0.0,1.04,9.48,1,7.9,1.29,0,0,0,0,0,0,0,0,0,0,7.9,0.0,0.0,0.0,0.0
1943,11541,3.0,0.0,0.0,0.0,1.04,3.6,1,3.0,0.82,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0
1944,11542,2.0,0.0,0.0,0.0,1.04,2.4,1,2.0,0.94,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
1945,11548,1289.16,176.5,474.98,-105.84,1.0467,1548.84,1,1290.7,333.91,0,0,0,0,0,0,0,0,0,0,1290.7,0.0,0.0,0.0,0.0
1946,11555,0.0,0.0,0.0,0.0,1.04,3.12,0,2.6,1.14,0,0,0,0,0,0,0,0,0,0,2.6,0.0,0.0,0.0,0.0
1947,11555,1.3,0.0,0.0,0.0,1.04,1.56,1,1.3,0.59,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0
1948,11556,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.08,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1949,11556,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.06,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1950,11557,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.12,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1951,11557,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1952,11558,0.3,0.0,0.0,0.0,1.04,0.36,1,0.3,0.08,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0
1953,11559,0.3,0.0,0.0,0.0,1.04,0.36,1,0.3,0.07,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0
1954,11559,0.3,0.0,0.0,0.0,1.04,0.36,1,0.3,0.03,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0
1955,11560,0.0,0.0,0.0,0.0,1.04,0.36,0,0.3,0.14,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0
1956,11563,1.2,0.0,0.0,0.0,1.04,1.44,1,1.2,0.38,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0
1957,11563,0.0,0.0,0.0,0.0,1.04,2.04,0,1.7,0.53,0,0,0,0,0,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0
1958,11563,0.0,0.0,0.0,0.0,1.04,2.88,0,2.4,1.05,0,0,0,0,0,0,0,0,0,0,2.4,0.0,0.0,0.0,0.0
1959,11563,3.8,0.0,0.0,0.0,1.04,4.56,1,3.8,1.42,0,0,0,0,0,0,0,0,0,0,3.8,0.0,0.0,0.0,0.0
1960,11570,549.34,61.47,202.4,-45.1,1.0651,660.0,1,550.0,256.04,0,0,0,0,0,0,0,0,0,0,550.0,0.0,0.0,0.0,0.0
1961,11576,26.57,9.65,13.54,-2.95,1.0205,31.92,1,26.6,6.72,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1962,11576,26.57,9.65,13.54,-2.95,1.0205,31.92,1,26.6,6.67,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1963,11577,26.57,10.87,13.54,-2.95,1.0205,31.92,1,26.6,11.09,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1964,11577,26.57,10.87,13.54,-2.95,1.0205,31.92,1,26.6,3.96,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1965,11578,26.57,12.29,13.54,-2.95,1.0205,31.92,1,26.6,11.19,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1966,11578,26.57,12.29,13.54,-2.95,1.0205,31.92,1,26.6,12.98,0,0,0,0,0,0,0,0,0,0,26.6,0.0,0.0,0.0,0.0
1967,11579,0.0,0.0,2.09,-0.46,1.04,4.92,0,4.1,1.17,0,0,0,0,0,0,0,0,0,0,4.1,0.0,0.0,0.0,0.0
1968,11582,7.99,0.0,0.0,0.0,1.04,9.6,1,8.0,2.58,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0
1969,11583,0.0,0.0,0.0,0.0,1.04,0.24,0,0.2,0.09,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0
1970,11584,1.0,0.0,0.0,0.0,1.04,1.2,1,1.0,0.19,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1971,11588,52.94,24.7,24.7,-6.47,1.041,63.6,1,53.0,20.0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0
1972,11588,52.94,24.7,24.7,-6.47,1.041,63.6,1,53.0,17.11,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0
1973,11588,52.94,24.7,24.7,-6.47,1.041,63.6,1,53.0,18.78,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0
1974,11588,52.94,24.7,24.7,-6.47,1.041,63.6,1,53.0,12.86,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0
1975,11596,0.0,0.0,0.0,0.0,1.04,4.2,0,3.5,1.3,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0
1976,11597,1.8,0.0,0.0,0.0,1.04,2.16,1,1.8,0.37,0,0,0,0,0,0,0,0,0,0,1.8,0.0,0.0,0.0,0.0
1977,11598,2.1,0.0,0.0,0.0,1.04,2.52,1,2.1,0.87,0,0,0,0,0,0,0,0,0,0,2.1,0.0,0.0,0.0,0.0
1978,11602,0.0,0.0,0.0,0.0,1.04,0.6,0,0.5,0.17,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1979,11602,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1980,11602,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1981,11602,0.5,0.0,0.0,0.0,1.04,0.6,1,0.5,0.17,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0
1982,11602,0.0,0.0,0.0,0.0,1.04,1.44,0,1.2,0.29,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0
1983,11602,10.09,0.0,0.0,0.0,1.04,12.12,1,10.1,1.9,0,0,0,0,0,0,0,0,0,0,10.1,0.0,0.0,0.0,0.0
1984,11609,191.27,29.0,97.47,-21.26,1.045,229.8,1,191.5,27.13,0,0,0,0,0,0,0,0,0,0,191.5,0.0,0.0,0.0,0.0
1985,11610,191.27,38.75,97.47,-21.26,1.045,229.8,1,191.5,94.15,0,0,0,0,0,0,0,0,0,0,191.5,0.0,0.0,0.0,0.0
1986,11616,205.03,69.94,104.48,-22.79,1.0566,246.33,1,205.28,66.24,0,0,0,0,0,0,0,0,0,0,205.275,0.0,0.0,0.0,0.0
1987,11617,205.03,23.47,104.48,-22.79,1.054,246.33,1,205.28,47.69,0,0,0,0,0,0,0,0,0,0,205.275,0.0,0.0,0.0,0.0
1988,11618,205.03,33.82,104.48,-22.79,1.054,246.33,1,205.28,81.21,0,0,0,0,0,0,0,0,0,0,205.275,0.0,0.0,0.0,0.0
1989,11619,205.03,69.94,104.48,-22.79,1.0556,246.33,1,205.28,96.87,0,0,0,0,0,0,0,0,0,0,205.275,0.0,0.0,0.0,0.0
1990,11622,1.5,0.0,0.0,0.0,1.04,1.8,1,1.5,0.28,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0
1991,11622,2.05,0.0,0.0,0.0,1.04,2.46,1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,2.05,0.0,0.0,0.0,0.0
1992,11622,2.05,0.0,0.0,0.0,1.04,2.46,1,2.05,0.21,0,0,0,0,0,0,0,0,0,0,2.05,0.0,0.0,0.0,0.0
1993,11626,67.17,34.23,34.23,-7.46,1.0625,80.7,1,67.25,31.43,0,0,0,0,0,0,0,0,0,0,67.25,0.0,0.0,0.0,0.0
1994,11627,67.17,34.23,34.23,-7.46,1.06,80.7,1,67.25,32.74,0,0,0,0,0,0,0,0,0,0,67.25,0.0,0.0,0.0,0.0
1995,11631,46.28,23.58,23.58,-5.14,1.065,55.6,1,46.33,5.84,0,0,0,0,0,0,0,0,0,0,46.3333,0.0,0.0,0.0,0.0
1996,11631,46.28,23.58,23.58,-5.14,1.065,55.6,1,46.33,18.08,0,0,0,0,0,0,0,0,0,0,46.3333,0.0,0.0,0.0,0.0
1997,11632,46.28,23.58,23.58,-5.14,1.06,55.6,1,46.33,23.09,0,0,0,0,0,0,0,0,0,0,46.3333,0.0,0.0,0.0,0.0
1998,11636,1.2,0.0,0.0,0.0,1.04,1.44,1,1.2,0.38,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0
1999,11637,1.5,0.0,0.0,0.0,1.04,1.8,1,1.5,0.16,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0
2000,11639,2.5,0.0,0.0,0.0,1.04,3.0,1,2.5,1.17,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0
2001,11643,26.97,12.58,12.58,-3.29,1.009,32.4,1,27.0,5.24,0,0,0,0,0,0,0,0,0,0,27.0,0.0,0.0,0.0,0.0
2002,11645,6.29,0.0,0.0,0.0,1.04,7.56,1,6.3,1.31,0,0,0,0,0,0,0,0,0,0,6.3,0.0,0.0,0.0,0.0
2003,11647,1.0,0.0,0.0,0.0,1.04,1.2,1,1.0,0.27,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2004,11647,1.0,0.0,0.0,0.0,1.04,1.2,1,1.0,0.37,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2005,11647,1.0,0.0,0.0,0.0,1.04,1.2,1,1.0,0.48,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2006,11647,1.3,0.0,0.0,0.0,1.04,1.56,1,1.3,0.49,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0.0,0.0,0.0
2007,11647,1.7,0.0,0.0,0.0,1.04,2.04,1,1.7,0.71,0,0,0,0,0,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0
2008,11647,1.7,0.0,0.0,0.0,1.04,2.04,1,1.7,0.34,0,0,0,0,0,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0
2009,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,42.56,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
2010,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,23.0,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
2011,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,11.46,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
2012,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,28.21,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
2013,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,36.73,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
2014,11649,85.23,10.99,43.43,-9.47,1.043,102.4,1,85.33,41.99,0,0,0,0,0,0,0,0,0,0,85.3333,0.0,0.0,0.0,0.0
